schedule_id,aircraft_id,location_id,start_time,end_time,status,instructor_id,student_id
SCH_92,N0009,LOC_1,2024-03-02 11:30:00,2024-03-02 12:30:00,Completed,INST_6,STUD_35
SCH_93,N0009,LOC_2,2024-03-02 08:00:00,2024-03-02 10:00:00,Completed,INST_6,STUD_96
SCH_94,N0010,LOC_1,2024-03-02 10:00:00,2024-03-02 11:00:00,Completed,INST_15,STUD_135
SCH_95,N0010,LOC_3,2024-03-02 17:00:00,2024-03-02 18:00:00,Canceled,INST_1,STUD_110
SCH_96,N0010,LOC_3,2024-03-02 07:00:00,2024-03-02 08:30:00,Completed,INST_13,STUD_125
SCH_97,N0010,LOC_1,2024-03-02 14:00:00,2024-03-02 16:00:00,Completed,INST_18,STUD_154
SCH_98,N0001,LOC_2,2024-03-03 15:30:00,2024-03-03 16:30:00,No-Show,INST_13,STUD_116
SCH_99,N0001,LOC_3,2024-03-03 13:30:00,2024-03-03 14:30:00,Completed,INST_9,STUD_133
SCH_100,N0001,LOC_1,2024-03-03 09:00:00,2024-03-03 11:00:00,Completed,INST_4,STUD_142
SCH_101,N0001,LOC_1,2024-03-03 07:30:00,2024-03-03 09:30:00,No-Show,INST_4,STUD_198
SCH_102,N0002,LOC_1,2024-03-03 17:30:00,2024-03-03 18:30:00,Completed,INST_5,STUD_76
SCH_103,N0002,LOC_3,2024-03-03 12:00:00,2024-03-03 13:00:00,Completed,INST_14,STUD_173
SCH_104,N0002,LOC_1,2024-03-03 11:00:00,2024-03-03 12:30:00,Completed,INST_4,STUD_184
SCH_105,N0002,LOC_3,2024-03-03 06:00:00,2024-03-03 08:00:00,Completed,INST_6,STUD_113
SCH_106,N0003,LOC_3,2024-03-03 10:00:00,2024-03-03 11:30:00,Canceled,INST_16,STUD_20
SCH_107,N0003,LOC_1,2024-03-03 17:30:00,2024-03-03 19:00:00,Completed,INST_9,STUD_168
SCH_108,N0003,LOC_2,2024-03-03 11:00:00,2024-03-03 13:00:00,Completed,INST_1,STUD_113
SCH_109,N0003,LOC_2,2024-03-03 12:00:00,2024-03-03 13:30:00,Completed,INST_2,STUD_107
SCH_110,N0004,LOC_1,2024-03-03 11:30:00,2024-03-03 13:30:00,Canceled,INST_20,STUD_169
SCH_111,N0004,LOC_3,2024-03-03 13:30:00,2024-03-03 15:00:00,Completed,INST_8,STUD_60
SCH_112,N0004,LOC_3,2024-03-03 07:30:00,2024-03-03 09:30:00,Completed,INST_7,STUD_167
SCH_113,N0004,LOC_3,2024-03-03 10:00:00,2024-03-03 11:00:00,Completed,INST_11,STUD_100
SCH_114,N0005,LOC_2,2024-03-03 17:30:00,2024-03-03 19:30:00,Completed,INST_7,STUD_105
SCH_115,N0005,LOC_2,2024-03-03 11:00:00,2024-03-03 12:00:00,Completed,INST_11,STUD_11
SCH_116,N0005,LOC_2,2024-03-03 10:30:00,2024-03-03 11:30:00,Completed,INST_19,STUD_8
SCH_117,N0005,LOC_1,2024-03-03 11:00:00,2024-03-03 13:00:00,Completed,INST_11,STUD_186
SCH_118,N0006,LOC_2,2024-03-03 10:00:00,2024-03-03 11:30:00,Canceled,INST_17,STUD_9
SCH_119,N0006,LOC_1,2024-03-03 09:00:00,2024-03-03 10:30:00,Completed,INST_8,STUD_130
SCH_120,N0006,LOC_2,2024-03-03 12:30:00,2024-03-03 14:30:00,Canceled,INST_4,STUD_169
SCH_121,N0006,LOC_3,2024-03-03 15:00:00,2024-03-03 17:00:00,Completed,INST_1,STUD_132
SCH_122,N0006,LOC_2,2024-03-03 10:00:00,2024-03-03 11:00:00,Completed,INST_2,STUD_165
SCH_123,N0007,LOC_3,2024-03-03 16:00:00,2024-03-03 17:30:00,Completed,INST_4,STUD_172
SCH_124,N0007,LOC_2,2024-03-03 08:30:00,2024-03-03 09:30:00,Completed,INST_18,STUD_140
SCH_125,N0007,LOC_2,2024-03-03 16:30:00,2024-03-03 18:30:00,Completed,INST_20,STUD_29
SCH_126,N0007,LOC_1,2024-03-03 18:30:00,2024-03-03 20:30:00,Completed,INST_11,STUD_43
SCH_127,N0007,LOC_3,2024-03-03 06:30:00,2024-03-03 07:30:00,Completed,INST_1,STUD_32
SCH_128,N0007,LOC_3,2024-03-03 16:00:00,2024-03-03 18:00:00,Completed,INST_7,STUD_51
SCH_129,N0008,LOC_2,2024-03-03 18:00:00,2024-03-03 20:00:00,Completed,INST_19,STUD_32
SCH_130,N0008,LOC_1,2024-03-03 11:00:00,2024-03-03 13:00:00,Completed,INST_2,STUD_69
SCH_131,N0008,LOC_2,2024-03-03 07:30:00,2024-03-03 08:30:00,Completed,INST_20,STUD_106
SCH_132,N0008,LOC_1,2024-03-03 07:00:00,2024-03-03 08:00:00,Completed,INST_10,STUD_63
SCH_133,N0008,LOC_3,2024-03-03 09:00:00,2024-03-03 11:00:00,Completed,INST_12,STUD_7
SCH_134,N0009,LOC_1,2024-03-03 18:00:00,2024-03-03 19:00:00,Completed,INST_8,STUD_111
SCH_135,N0009,LOC_1,2024-03-03 07:00:00,2024-03-03 09:00:00,Completed,INST_11,STUD_40
SCH_136,N0009,LOC_2,2024-03-03 06:30:00,2024-03-03 07:30:00,Completed,INST_20,STUD_53
SCH_137,N0009,LOC_2,2024-03-03 15:00:00,2024-03-03 17:00:00,Completed,INST_17,STUD_161
SCH_138,N0009,LOC_1,2024-03-03 13:00:00,2024-03-03 15:00:00,Completed,INST_19,STUD_55
SCH_139,N0009,LOC_3,2024-03-03 07:00:00,2024-03-03 08:00:00,Completed,INST_13,STUD_119
SCH_140,N0010,LOC_2,2024-03-03 16:30:00,2024-03-03 18:30:00,Canceled,INST_4,STUD_175
SCH_141,N0010,LOC_1,2024-03-03 09:00:00,2024-03-03 10:30:00,Completed,INST_9,STUD_32
SCH_142,N0010,LOC_1,2024-03-03 07:30:00,2024-03-03 09:00:00,Completed,INST_2,STUD_170
SCH_143,N0010,LOC_2,2024-03-03 10:00:00,2024-03-03 11:00:00,Canceled,INST_13,STUD_193
SCH_144,N0010,LOC_2,2024-03-03 17:00:00,2024-03-03 19:00:00,Completed,INST_18,STUD_31
SCH_145,N0001,LOC_1,2024-03-04 10:30:00,2024-03-04 12:00:00,Completed,INST_16,STUD_168
SCH_146,N0001,LOC_3,2024-03-04 15:00:00,2024-03-04 16:00:00,Completed,INST_8,STUD_2
SCH_147,N0001,LOC_2,2024-03-04 10:30:00,2024-03-04 11:30:00,No-Show,INST_20,STUD_102
SCH_148,N0001,LOC_2,2024-03-04 10:00:00,2024-03-04 11:30:00,Completed,INST_3,STUD_20
SCH_149,N0001,LOC_1,2024-03-04 18:30:00,2024-03-04 20:00:00,Completed,INST_12,STUD_130
SCH_150,N0001,LOC_1,2024-03-04 14:00:00,2024-03-04 15:00:00,Completed,INST_6,STUD_94
SCH_151,N0002,LOC_1,2024-03-04 17:30:00,2024-03-04 19:00:00,Completed,INST_11,STUD_20
SCH_152,N0002,LOC_1,2024-03-04 14:30:00,2024-03-04 15:30:00,Completed,INST_18,STUD_7
SCH_153,N0002,LOC_1,2024-03-04 15:00:00,2024-03-04 16:00:00,Completed,INST_7,STUD_34
SCH_154,N0002,LOC_1,2024-03-04 10:30:00,2024-03-04 12:30:00,Canceled,INST_18,STUD_158
SCH_155,N0003,LOC_2,2024-03-04 10:30:00,2024-03-04 12:30:00,Completed,INST_9,STUD_107
SCH_156,N0003,LOC_3,2024-03-04 10:30:00,2024-03-04 12:30:00,Completed,INST_12,STUD_163
SCH_157,N0003,LOC_3,2024-03-04 12:00:00,2024-03-04 13:00:00,Completed,INST_4,STUD_157
SCH_158,N0003,LOC_3,2024-03-04 07:30:00,2024-03-04 09:30:00,Completed,INST_6,STUD_48
SCH_159,N0003,LOC_1,2024-03-04 08:00:00,2024-03-04 09:30:00,Completed,INST_1,STUD_173
SCH_160,N0004,LOC_3,2024-03-04 18:00:00,2024-03-04 20:00:00,No-Show,INST_4,STUD_22
SCH_161,N0004,LOC_1,2024-03-04 11:30:00,2024-03-04 12:30:00,Completed,INST_10,STUD_117
SCH_162,N0004,LOC_3,2024-03-04 15:30:00,2024-03-04 17:30:00,Completed,INST_16,STUD_48
SCH_163,N0004,LOC_2,2024-03-04 14:30:00,2024-03-04 15:30:00,Completed,INST_17,STUD_20
SCH_164,N0004,LOC_1,2024-03-04 18:00:00,2024-03-04 19:00:00,Completed,INST_14,STUD_86
SCH_165,N0005,LOC_2,2024-03-04 18:30:00,2024-03-04 20:00:00,Completed,INST_18,STUD_70
SCH_166,N0005,LOC_3,2024-03-04 18:00:00,2024-03-04 19:00:00,Canceled,INST_4,STUD_94
SCH_167,N0005,LOC_3,2024-03-04 14:00:00,2024-03-04 15:00:00,Completed,INST_5,STUD_104
SCH_168,N0005,LOC_3,2024-03-04 08:30:00,2024-03-04 10:30:00,Completed,INST_4,STUD_124
SCH_169,N0005,LOC_3,2024-03-04 12:00:00,2024-03-04 14:00:00,Completed,INST_12,STUD_138
SCH_170,N0005,LOC_3,2024-03-04 15:00:00,2024-03-04 17:00:00,Completed,INST_12,STUD_35
SCH_171,N0006,LOC_3,2024-03-04 06:30:00,2024-03-04 08:00:00,Completed,INST_18,STUD_141
SCH_172,N0006,LOC_2,2024-03-04 07:30:00,2024-03-04 09:00:00,Completed,INST_12,STUD_156
SCH_173,N0006,LOC_3,2024-03-04 17:00:00,2024-03-04 19:00:00,Completed,INST_5,STUD_6
SCH_174,N0006,LOC_3,2024-03-04 14:00:00,2024-03-04 15:30:00,Completed,INST_20,STUD_5
SCH_175,N0006,LOC_2,2024-03-04 16:30:00,2024-03-04 17:30:00,Completed,INST_2,STUD_159
SCH_176,N0007,LOC_1,2024-03-04 06:30:00,2024-03-04 07:30:00,Canceled,INST_1,STUD_38
SCH_177,N0007,LOC_2,2024-03-04 18:00:00,2024-03-04 19:30:00,Canceled,INST_8,STUD_75
SCH_178,N0007,LOC_3,2024-03-04 06:00:00,2024-03-04 08:00:00,Completed,INST_13,STUD_169
SCH_179,N0007,LOC_3,2024-03-04 12:00:00,2024-03-04 14:00:00,Completed,INST_14,STUD_58
SCH_180,N0008,LOC_3,2024-03-04 17:00:00,2024-03-04 19:00:00,Completed,INST_6,STUD_159
SCH_181,N0008,LOC_3,2024-03-04 08:30:00,2024-03-04 09:30:00,Canceled,INST_14,STUD_136
SCH_182,N0008,LOC_1,2024-03-04 12:30:00,2024-03-04 14:30:00,Completed,INST_2,STUD_134
SCH_183,N0008,LOC_1,2024-03-04 12:30:00,2024-03-04 14:30:00,Canceled,INST_3,STUD_35
SCH_184,N0008,LOC_3,2024-03-04 16:00:00,2024-03-04 17:00:00,Completed,INST_3,STUD_88
SCH_185,N0009,LOC_1,2024-03-04 14:30:00,2024-03-04 15:30:00,Completed,INST_9,STUD_8
SCH_186,N0009,LOC_2,2024-03-04 16:00:00,2024-03-04 17:00:00,Canceled,INST_17,STUD_112
SCH_187,N0009,LOC_1,2024-03-04 09:30:00,2024-03-04 11:30:00,Canceled,INST_1,STUD_178
SCH_188,N0009,LOC_1,2024-03-04 15:30:00,2024-03-04 17:30:00,No-Show,INST_9,STUD_193
SCH_189,N0010,LOC_3,2024-03-04 12:00:00,2024-03-04 13:00:00,No-Show,INST_15,STUD_75
SCH_190,N0010,LOC_3,2024-03-04 16:00:00,2024-03-04 17:00:00,Completed,INST_13,STUD_180
SCH_191,N0010,LOC_3,2024-03-04 17:00:00,2024-03-04 18:00:00,Completed,INST_5,STUD_186
SCH_192,N0010,LOC_1,2024-03-04 14:30:00,2024-03-04 16:00:00,Completed,INST_19,STUD_58
SCH_193,N0010,LOC_1,2024-03-04 18:00:00,2024-03-04 20:00:00,Completed,INST_20,STUD_103
SCH_194,N0001,LOC_1,2024-03-05 14:30:00,2024-03-05 15:30:00,Completed,INST_1,STUD_56
SCH_195,N0001,LOC_2,2024-03-05 17:30:00,2024-03-05 19:30:00,Completed,INST_5,STUD_169
SCH_196,N0001,LOC_1,2024-03-05 07:00:00,2024-03-05 08:30:00,Completed,INST_20,STUD_40
SCH_197,N0001,LOC_2,2024-03-05 14:00:00,2024-03-05 15:00:00,Canceled,INST_7,STUD_186
SCH_198,N0002,LOC_1,2024-03-05 13:00:00,2024-03-05 15:00:00,Canceled,INST_18,STUD_199
SCH_199,N0002,LOC_3,2024-03-05 10:00:00,2024-03-05 11:00:00,Completed,INST_17,STUD_158
SCH_200,N0002,LOC_3,2024-03-05 09:00:00,2024-03-05 10:30:00,Completed,INST_14,STUD_187
SCH_201,N0002,LOC_1,2024-03-05 11:30:00,2024-03-05 13:30:00,Completed,INST_8,STUD_6
SCH_202,N0002,LOC_1,2024-03-05 18:30:00,2024-03-05 19:30:00,No-Show,INST_13,STUD_83
SCH_203,N0002,LOC_1,2024-03-05 10:00:00,2024-03-05 11:30:00,Completed,INST_11,STUD_145
SCH_204,N0003,LOC_1,2024-03-05 17:00:00,2024-03-05 18:30:00,Completed,INST_20,STUD_143
SCH_205,N0003,LOC_3,2024-03-05 12:00:00,2024-03-05 13:00:00,Completed,INST_17,STUD_74
SCH_206,N0003,LOC_2,2024-03-05 10:00:00,2024-03-05 11:00:00,Completed,INST_20,STUD_188
SCH_207,N0003,LOC_3,2024-03-05 16:30:00,2024-03-05 18:00:00,Completed,INST_2,STUD_168
SCH_208,N0003,LOC_1,2024-03-05 13:30:00,2024-03-05 15:30:00,Completed,INST_5,STUD_156
SCH_209,N0003,LOC_2,2024-03-05 18:30:00,2024-03-05 20:00:00,Completed,INST_18,STUD_11
SCH_210,N0004,LOC_1,2024-03-05 18:00:00,2024-03-05 19:30:00,Completed,INST_11,STUD_30
SCH_211,N0004,LOC_2,2024-03-05 06:30:00,2024-03-05 08:30:00,Completed,INST_19,STUD_27
SCH_212,N0004,LOC_2,2024-03-05 13:00:00,2024-03-05 14:30:00,Completed,INST_19,STUD_56
SCH_213,N0004,LOC_3,2024-03-05 11:30:00,2024-03-05 13:30:00,Completed,INST_9,STUD_38
SCH_214,N0004,LOC_1,2024-03-05 17:00:00,2024-03-05 19:00:00,Completed,INST_8,STUD_83
SCH_215,N0004,LOC_2,2024-03-05 14:30:00,2024-03-05 15:30:00,Completed,INST_1,STUD_136
SCH_216,N0005,LOC_3,2024-03-05 10:30:00,2024-03-05 12:00:00,Completed,INST_9,STUD_39
SCH_217,N0005,LOC_3,2024-03-05 08:00:00,2024-03-05 09:00:00,Completed,INST_15,STUD_167
SCH_218,N0005,LOC_2,2024-03-05 09:00:00,2024-03-05 11:00:00,Canceled,INST_20,STUD_106
SCH_219,N0005,LOC_3,2024-03-05 08:00:00,2024-03-05 09:30:00,Completed,INST_2,STUD_173
SCH_220,N0006,LOC_3,2024-03-05 13:00:00,2024-03-05 14:30:00,Completed,INST_8,STUD_75
SCH_221,N0006,LOC_2,2024-03-05 06:00:00,2024-03-05 07:00:00,Completed,INST_11,STUD_124
SCH_222,N0006,LOC_3,2024-03-05 06:00:00,2024-03-05 08:00:00,Completed,INST_20,STUD_156
SCH_223,N0006,LOC_1,2024-03-05 16:00:00,2024-03-05 18:00:00,Completed,INST_15,STUD_17
SCH_224,N0007,LOC_1,2024-03-05 08:00:00,2024-03-05 09:00:00,Canceled,INST_15,STUD_110
SCH_225,N0007,LOC_1,2024-03-05 09:30:00,2024-03-05 11:00:00,Completed,INST_4,STUD_92
SCH_226,N0007,LOC_1,2024-03-05 16:00:00,2024-03-05 17:30:00,Completed,INST_10,STUD_52
SCH_227,N0007,LOC_2,2024-03-05 18:00:00,2024-03-05 20:00:00,Completed,INST_3,STUD_81
SCH_228,N0007,LOC_1,2024-03-05 15:00:00,2024-03-05 16:30:00,Completed,INST_19,STUD_199
SCH_229,N0008,LOC_2,2024-03-05 15:00:00,2024-03-05 16:30:00,Completed,INST_19,STUD_80
SCH_230,N0008,LOC_3,2024-03-05 09:00:00,2024-03-05 11:00:00,Canceled,INST_15,STUD_124
SCH_231,N0008,LOC_2,2024-03-05 12:00:00,2024-03-05 13:00:00,Canceled,INST_19,STUD_168
SCH_232,N0008,LOC_3,2024-03-05 09:30:00,2024-03-05 10:30:00,Completed,INST_11,STUD_182
SCH_233,N0009,LOC_1,2024-03-05 07:00:00,2024-03-05 08:30:00,Canceled,INST_9,STUD_6
SCH_234,N0009,LOC_1,2024-03-05 07:30:00,2024-03-05 09:00:00,Completed,INST_10,STUD_21
SCH_235,N0009,LOC_2,2024-03-05 11:00:00,2024-03-05 12:30:00,Completed,INST_14,STUD_25
SCH_236,N0009,LOC_1,2024-03-05 14:30:00,2024-03-05 15:30:00,Completed,INST_15,STUD_19
SCH_237,N0009,LOC_1,2024-03-05 16:30:00,2024-03-05 18:00:00,Completed,INST_1,STUD_164
SCH_238,N0010,LOC_3,2024-03-05 14:30:00,2024-03-05 16:30:00,Completed,INST_12,STUD_42
SCH_239,N0010,LOC_1,2024-03-05 15:00:00,2024-03-05 16:00:00,No-Show,INST_15,STUD_67
SCH_240,N0010,LOC_2,2024-03-05 09:00:00,2024-03-05 10:30:00,Completed,INST_18,STUD_119
SCH_241,N0010,LOC_1,2024-03-05 08:00:00,2024-03-05 09:30:00,Completed,INST_5,STUD_166
SCH_242,N0010,LOC_3,2024-03-05 17:30:00,2024-03-05 19:30:00,Completed,INST_10,STUD_65
SCH_243,N0010,LOC_2,2024-03-05 17:30:00,2024-03-05 19:30:00,Completed,INST_6,STUD_59
